participant_id,signup_date,acquisition_channel,country,age,gender,device_type,last_activity_date,account_status
P100299,2024-06-27 08:20:49,Partner Program,Spain,30,Female,Mobile,,never_activated
P100846,2024-06-27 22:03:34,Referral,Poland,39,Male,Desktop,,never_activated
P101126,2024-06-28 12:59:59,Partner Program,Spain,36,Male,Tablet,,never_activated
P100650,2024-06-28 19:15:41,Partner Program,United States,27,Male,Mobile,,never_activated
P101654,2024-06-29 08:03:21,Paid Ads,Portugal,30,Male,Desktop,,never_activated
P101286,2024-06-29 18:59:39,Paid Ads,United States,32,Male,Mobile,2024-12-09 15:02:47.784290,churned
P102306,2024-06-29 22:29:20,Social Media,United Kingdom,29,Female,Mobile,2024-11-08 13:19:52.683359,churned
P102544,2024-06-30 05:34:45,Referral,Italy,28,Prefer not to say,Desktop,2025-04-04 10:03:05.526619,at_risk
P100056,2024-06-30 11:26:07,Paid Ads,Mexico,38,Non-binary,Mobile,,never_activated
P101644,2024-06-30 11:26:43,Referral,Ireland,44,Female,Mobile,2024-09-02 13:53:08.988693,churned
P101950,2024-06-30 22:03:56,Organic Search,United States,38,Male,Desktop,2024-11-15 13:16:27.219006,churned
P100603,2024-06-30 23:04:15,Referral,Canada,23,Female,Mobile,2024-07-13 19:50:58.409247,churned
P101081,2024-07-01 06:46:06,Organic Search,United States,33,Male,Desktop,,never_activated
P102626,2024-07-01 16:40:38,Social Media,Germany,46,Female,Mobile,,never_activated
P100164,2024-07-02 02:48:23,Partner Program,Greece,52,Male,Desktop,,never_activated
P100422,2024-07-02 09:38:13,Organic Search,Portugal,32,Female,Mobile,,never_activated
P100409,2024-07-02 19:09:35,Organic Search,United States,28,Male,Desktop,2024-12-29 19:40:04.382716,churned
P101116,2024-07-03 10:27:43,Organic Search,United Kingdom,38,Male,Mobile,2024-07-16 17:00:37.338665,churned
P100995,2024-07-03 15:44:43,Referral,United States,26,Prefer not to say,Desktop,,never_activated
P101925,2024-07-04 06:08:12,Partner Program,United Kingdom,44,Male,Desktop,,never_activated
P100190,2024-07-04 20:20:33,Social Media,Germany,42,Male,Desktop,2024-12-07 01:52:25.321987,churned
P102250,2024-07-05 02:43:44,Organic Search,Spain,20,Male,Desktop,,never_activated
P100372,2024-07-05 10:15:45,Social Media,Germany,51,Male,Mobile,2024-07-21 01:54:43.073541,churned
P101441,2024-07-05 16:24:55,Social Media,Canada,19,Male,Desktop,2024-12-31 00:38:05.484956,churned
P100222,2024-07-05 17:30:59,Paid Ads,Greece,27,Male,Mobile,,never_activated
P100283,2024-07-05 19:12:46,Partner Program,United Kingdom,18,Female,Mobile,2024-09-08 03:28:25.369629,churned
P102827,2024-07-06 08:04:47,Social Media,United Kingdom,18,Female,Desktop,2024-08-01 22:23:34.630879,churned
P101575,2024-07-06 15:07:58,Partner Program,United Kingdom,32,Female,Desktop,2025-04-03 23:33:18.073797,at_risk
P101567,2024-07-06 15:39:56,Partner Program,Portugal,24,Female,Desktop,,never_activated
P102222,2024-07-07 02:12:31,Organic Search,Canada,43,Male,Tablet,2024-11-06 09:16:59.236423,churned
P101628,2024-07-07 05:47:07,Organic Search,Canada,25,Male,Mobile,,never_activated
P100339,2024-07-08 09:14:32,Organic Search,Poland,46,Female,Mobile,,never_activated
P100037,2024-07-08 15:27:13,Referral,Canada,29,Male,Desktop,2024-08-08 03:58:00.670475,churned
P100259,2024-07-08 16:37:28,Social Media,Poland,28,Male,Mobile,,never_activated
P101809,2024-07-09 05:31:20,Social Media,United States,35,Female,Desktop,,never_activated
P101890,2024-07-09 12:42:27,Organic Search,Italy,30,Male,Mobile,,never_activated
P101762,2024-07-09 19:48:54,Paid Ads,Poland,18,Male,Mobile,2024-11-02 23:39:23.716494,churned
P100888,2024-07-10 18:15:27,Organic Search,United Kingdom,26,Male,Mobile,,never_activated
P100206,2024-07-11 09:57:22,Referral,Poland,37,Female,Desktop,,never_activated
P101723,2024-07-11 13:53:33,Organic Search,United States,34,Male,Mobile,2024-10-30 03:58:33.927638,churned
P101523,2024-07-11 14:01:59,Partner Program,Poland,33,Female,Mobile,,never_activated
P102154,2024-07-11 14:08:26,Social Media,Poland,26,Male,Mobile,,never_activated
P100433,2024-07-11 15:37:13,Organic Search,United Kingdom,36,Female,Mobile,,never_activated
P100370,2024-07-11 21:20:48,Social Media,Portugal,18,Female,Mobile,,never_activated
P101184,2024-07-12 12:10:56,Social Media,United States,37,Female,Tablet,,never_activated
P102615,2024-07-12 12:19:47,Referral,United States,33,Male,Desktop,,never_activated
P102854,2024-07-12 15:27:28,Referral,Ireland,18,Female,Desktop,,never_activated
P100664,2024-07-12 19:21:21,Paid Ads,Canada,36,Female,Desktop,,never_activated
P102945,2024-07-12 23:16:07,Organic Search,United States,18,Prefer not to say,Desktop,,never_activated
P100400,2024-07-13 04:58:09,Paid Ads,Portugal,32,Female,Desktop,2024-08-16 00:41:46.146077,churned
P101297,2024-07-14 05:51:37,Referral,United Kingdom,37,Female,Desktop,2024-09-16 04:42:23.467436,churned
P100883,2024-07-14 07:47:34,Organic Search,South Africa,18,Female,Desktop,,never_activated
P101275,2024-07-14 18:12:32,Referral,Mexico,42,Female,Mobile,,never_activated
P102270,2024-07-14 20:46:47,Referral,United Kingdom,29,Male,Mobile,,never_activated
P101593,2024-07-14 23:18:06,Referral,Mexico,41,Female,Desktop,2024-09-09 03:01:19.660615,churned
P102086,2024-07-15 08:58:50,Referral,South Africa,31,Female,Mobile,,never_activated
P102641,2024-07-15 16:10:32,Organic Search,United Kingdom,48,Female,Mobile,,never_activated
P101705,2024-07-15 21:00:09,Social Media,United Kingdom,24,Female,Desktop,,never_activated
P101462,2024-07-16 04:44:06,Paid Ads,United States,28,Male,Mobile,2024-10-18 08:40:59.481595,churned
P101541,2024-07-16 13:08:11,Organic Search,United Kingdom,23,Female,Desktop,,never_activated
P100982,2024-07-16 14:18:13,Organic Search,United States,41,Male,Mobile,2024-08-08 01:15:15.016495,churned
P101177,2024-07-16 21:44:30,Paid Ads,Italy,26,Female,Desktop,,never_activated
P100634,2024-07-16 23:01:35,Social Media,United Kingdom,18,Female,Desktop,2024-08-12 21:02:47.436605,churned
P102298,2024-07-17 09:37:15,Paid Ads,Poland,22,Male,Mobile,2025-02-19 06:56:05.564878,churned
P100099,2024-07-17 16:44:32,Social Media,Germany,48,Female,Desktop,2024-08-14 14:25:08.653689,churned
P102505,2024-07-18 09:08:44,Organic Search,United Kingdom,26,Prefer not to say,Mobile,,never_activated
P101758,2024-07-18 15:29:58,Partner Program,Spain,23,Female,Desktop,,never_activated
P100123,2024-07-19 00:40:26,Referral,Canada,18,Male,Desktop,,never_activated
P102201,2024-07-19 07:04:24,Organic Search,United Kingdom,35,Female,Tablet,2024-11-09 11:55:07.248462,churned
P100770,2024-07-19 12:49:11,Organic Search,Portugal,57,Male,Mobile,,never_activated
P101067,2024-07-19 20:00:45,Referral,Mexico,24,Male,Mobile,2024-10-07 21:56:25.568477,churned
P102194,2024-07-20 04:19:41,Social Media,Canada,36,Male,Desktop,,never_activated
P101411,2024-07-20 13:24:47,Paid Ads,United Kingdom,30,Non-binary,Mobile,,never_activated
P100454,2024-07-20 14:42:33,Partner Program,United Kingdom,18,Male,Desktop,2024-09-15 06:02:31.997318,churned
P102551,2024-07-20 15:35:17,Social Media,Ireland,30,Male,Desktop,2024-10-10 21:23:37.117919,churned
P100676,2024-07-20 21:03:51,Paid Ads,United Kingdom,37,Female,Desktop,2024-11-15 10:48:59.333318,churned
P102678,2024-07-20 21:13:31,Organic Search,United States,18,Female,Mobile,2024-10-17 21:06:51.608948,churned
P102219,2024-07-21 04:23:24,Organic Search,Poland,46,Female,Desktop,,never_activated
P100809,2024-07-21 20:27:28,Partner Program,Germany,43,Male,Desktop,,never_activated
P100181,2024-07-22 01:14:18,Referral,Germany,45,Female,Mobile,,never_activated
P102036,2024-07-22 09:49:00,Organic Search,Germany,35,Male,Desktop,,never_activated
P100546,2024-07-22 12:19:46,Referral,Canada,25,Male,Desktop,2024-08-22 20:43:28.477352,churned
P102334,2024-07-22 12:47:20,Partner Program,United Kingdom,18,Male,Mobile,,never_activated
P102308,2024-07-22 18:16:16,Social Media,Italy,35,Female,Desktop,,never_activated
P100694,2024-07-23 05:13:34,Social Media,Mexico,42,Male,Desktop,,never_activated
P102249,2024-07-23 09:54:53,Partner Program,South Africa,35,Prefer not to say,Desktop,,never_activated
P100079,2024-07-23 10:16:03,Paid Ads,Germany,42,Male,Mobile,2024-09-13 05:07:42.415842,churned
P102043,2024-07-23 22:23:59,Organic Search,Poland,30,Male,Mobile,,never_activated
P102426,2024-07-24 00:52:54,Social Media,Italy,45,Female,Mobile,,never_activated
P101668,2024-07-24 02:28:41,Partner Program,Poland,29,Female,Desktop,2024-08-13 18:59:16.237574,churned
P100750,2024-07-24 05:42:07,Social Media,Poland,21,Male,Desktop,,never_activated
P100429,2024-07-24 12:45:13,Organic Search,United States,36,Female,Desktop,2025-06-23 11:15:08.987265,active
P100333,2024-07-24 13:18:17,Referral,Ireland,27,Female,Mobile,2024-10-06 04:14:13.080183,churned
P100460,2024-07-25 02:04:45,Partner Program,Greece,19,Male,Desktop,2024-08-23 08:09:31.098146,churned
P100380,2024-07-25 07:29:06,Partner Program,United Kingdom,37,Female,Desktop,,never_activated
P101252,2024-07-25 13:09:25,Social Media,United Kingdom,25,Male,Desktop,,never_activated
P101960,2024-07-25 14:12:17,Referral,Greece,27,Male,Mobile,,never_activated
P100938,2024-07-25 22:48:23,Social Media,Spain,38,Female,Mobile,2024-08-30 00:51:42.659185,churned
P100459,2024-07-26 01:21:26,Paid Ads,United Kingdom,21,Male,Desktop,2024-09-21 01:06:33.453258,churned
P102832,2024-07-26 16:41:41,Organic Search,Mexico,26,Male,Tablet,2025-01-21 07:39:42.681837,churned
P100090,2024-07-26 17:17:40,Social Media,United States,18,Female,Mobile,2024-10-25 18:13:55.119792,churned
P101033,2024-07-27 03:02:36,Referral,United Kingdom,38,Male,Mobile,,never_activated
P100604,2024-07-27 03:23:12,Partner Program,United Kingdom,20,Male,Tablet,2024-08-23 10:16:12.549842,churned
P100644,2024-07-27 14:34:06,Organic Search,United States,22,Male,Desktop,,never_activated
P100132,2024-07-27 17:29:16,Partner Program,United Kingdom,18,Female,Desktop,,never_activated
P102355,2024-07-27 20:36:59,Social Media,Italy,32,Female,Desktop,2024-09-02 09:04:27.616861,churned
P102706,2024-07-27 21:38:29,Paid Ads,Portugal,57,Female,Mobile,2024-08-27 02:23:30.968825,churned
P101481,2024-07-27 22:37:02,Organic Search,Poland,32,Male,Mobile,,never_activated
P102338,2024-07-28 00:21:41,Referral,United Kingdom,26,Non-binary,Desktop,2025-02-24 09:21:41.297043,churned
P101535,2024-07-28 02:04:53,Referral,Italy,58,Non-binary,Desktop,2024-09-27 09:02:22.798175,churned
P100040,2024-07-28 07:13:11,Partner Program,South Africa,34,Female,Desktop,,never_activated
P101721,2024-07-28 07:15:23,Paid Ads,United Kingdom,29,Male,Mobile,,never_activated
P101821,2024-07-28 08:21:03,Partner Program,United Kingdom,28,Male,Desktop,2024-10-01 18:01:42.644088,churned
P101417,2024-07-28 12:34:16,Organic Search,Ireland,20,Male,Desktop,,never_activated
P101846,2024-07-28 22:58:53,Partner Program,United Kingdom,39,Male,Desktop,,never_activated
P102580,2024-07-29 14:20:58,Social Media,Spain,37,Male,Tablet,,never_activated
P102366,2024-07-29 17:01:44,Organic Search,Poland,24,Male,Mobile,,never_activated
P100812,2024-07-30 00:05:36,Referral,United Kingdom,45,Female,Desktop,,never_activated
P102686,2024-07-30 02:54:52,Organic Search,Germany,19,Non-binary,Desktop,,never_activated
P100718,2024-07-30 05:25:20,Partner Program,United Kingdom,18,Male,Desktop,,never_activated
P102478,2024-07-31 11:04:55,Organic Search,Poland,30,Female,Desktop,2024-10-02 12:03:36.820788,churned
P102702,2024-07-31 12:55:01,Organic Search,Spain,53,Male,Mobile,,never_activated
P101253,2024-07-31 22:00:11,Referral,United Kingdom,29,Male,Mobile,,never_activated
P102167,2024-08-01 15:16:10,Referral,Portugal,48,Male,Mobile,,never_activated
P100294,2024-08-01 23:35:25,Partner Program,Portugal,44,Male,Mobile,,never_activated
P101836,2024-08-02 05:10:10,Organic Search,Netherlands,36,Prefer not to say,Desktop,,never_activated
P101592,2024-08-02 08:32:51,Organic Search,Spain,33,Male,Desktop,2024-11-28 02:05:10.547461,churned
P101646,2024-08-02 17:11:01,Paid Ads,Greece,27,Male,Desktop,2025-04-03 13:50:25.422685,at_risk
P100772,2024-08-02 18:40:31,Referral,United States,29,Female,Desktop,,never_activated
P102900,2024-08-02 20:04:27,Referral,United Kingdom,39,Female,Desktop,,never_activated
P100655,2024-08-02 21:52:48,Paid Ads,Canada,39,Male,Mobile,,never_activated
P100588,2024-08-02 23:27:05,Referral,United Kingdom,18,Female,Desktop,2024-10-26 21:45:06.155373,churned
P101119,2024-08-03 02:35:43,Referral,United Kingdom,29,Male,Desktop,2025-03-24 12:24:40.491676,churned
P101161,2024-08-03 02:56:29,Organic Search,United States,47,Male,Desktop,2024-09-30 12:09:31.815930,churned
P100587,2024-08-03 08:17:57,Social Media,Poland,40,Female,Desktop,,never_activated
P100539,2024-08-03 09:21:27,Referral,Portugal,31,Prefer not to say,Mobile,2025-03-19 03:58:39.812912,churned
P101734,2024-08-04 06:09:55,Referral,Italy,46,Male,Desktop,,never_activated
P102476,2024-08-04 07:23:39,Referral,Poland,31,Male,Desktop,2024-08-28 11:30:51.891223,churned
P101199,2024-08-04 15:13:06,Organic Search,United Kingdom,27,Male,Tablet,2024-10-31 23:11:04.190570,churned
P101246,2024-08-04 15:17:06,Organic Search,United Kingdom,21,Female,Desktop,,never_activated
P101387,2024-08-04 23:22:29,Organic Search,United Kingdom,39,Female,Desktop,2024-09-19 18:34:04.479938,churned
P101868,2024-08-05 02:33:10,Social Media,Poland,29,Female,Desktop,,never_activated
P101684,2024-08-05 04:28:42,Paid Ads,Greece,36,Male,Desktop,,never_activated
P101365,2024-08-05 09:50:22,Organic Search,Mexico,32,Female,Tablet,,never_activated
P102994,2024-08-05 16:16:00,Organic Search,Poland,39,Female,Mobile,,never_activated
P102315,2024-08-05 20:25:31,Organic Search,Ireland,32,Female,Mobile,,never_activated
P102599,2024-08-06 14:33:48,Referral,United States,18,Female,Desktop,,never_activated
P101984,2024-08-06 23:44:33,Paid Ads,United States,23,Male,Desktop,,never_activated
P101291,2024-08-06 23:56:50,Referral,Mexico,30,Male,Desktop,,never_activated
P101993,2024-08-07 02:02:29,Organic Search,United Kingdom,31,Male,Mobile,2024-09-20 03:33:00.883519,churned
P101697,2024-08-07 02:02:50,Organic Search,United States,18,Female,Desktop,2024-10-05 19:21:50.828030,churned
P100703,2024-08-07 02:52:15,Paid Ads,Australia,25,Male,Desktop,,never_activated
P102764,2024-08-07 09:00:27,Referral,United Kingdom,43,Male,Mobile,,never_activated
P100556,2024-08-07 11:04:10,Organic Search,Spain,33,Male,Desktop,2024-09-27 20:59:20.265969,churned
P102521,2024-08-07 22:09:55,Referral,Canada,36,Male,Desktop,,never_activated
P101585,2024-08-08 01:20:37,Organic Search,Portugal,18,Male,Mobile,2024-10-06 05:03:41.909621,churned
P102666,2024-08-08 05:59:44,Paid Ads,United States,28,Female,Mobile,,never_activated
P100562,2024-08-08 20:06:14,Organic Search,United Kingdom,18,Male,Desktop,,never_activated
P100997,2024-08-09 00:33:07,Referral,Portugal,32,Male,Desktop,2024-09-13 20:24:22.562930,churned
P101749,2024-08-09 07:44:03,Organic Search,Portugal,31,Female,Desktop,,never_activated
P100946,2024-08-09 13:57:28,Partner Program,United States,35,Female,Desktop,2024-10-14 08:04:05.184147,churned
P100179,2024-08-09 23:39:38,Social Media,United Kingdom,42,Female,Tablet,,never_activated
P100930,2024-08-10 03:40:55,Organic Search,Spain,38,Male,Desktop,,never_activated
P102013,2024-08-10 06:28:03,Organic Search,United States,21,Female,Desktop,,never_activated
P100754,2024-08-10 16:26:14,Paid Ads,Greece,21,Male,Mobile,,never_activated
P100590,2024-08-10 21:00:02,Referral,Mexico,41,Male,Tablet,,never_activated
P102455,2024-08-10 22:41:25,Social Media,United Kingdom,41,Female,Mobile,2024-11-07 17:00:47.301646,churned
P102743,2024-08-11 05:20:22,Paid Ads,United States,24,Female,Desktop,,never_activated
P100021,2024-08-11 06:33:40,Referral,United States,35,Male,Mobile,,never_activated
P101434,2024-08-11 08:51:39,Partner Program,United Kingdom,36,Female,Mobile,2024-11-13 16:25:21.429850,churned
P102284,2024-08-11 10:09:07,Partner Program,United Kingdom,36,Female,Mobile,,never_activated
P100262,2024-08-11 12:23:09,Organic Search,United Kingdom,30,Male,Desktop,,never_activated
P102411,2024-08-11 17:40:56,Organic Search,Canada,43,Male,Desktop,,never_activated
P100726,2024-08-11 19:39:04,Referral,United States,35,Female,Mobile,2024-11-09 14:34:27.086381,churned
P100919,2024-08-11 19:56:02,Referral,Poland,45,Male,Mobile,,never_activated
P102110,2024-08-11 20:58:03,Referral,Australia,18,Male,Desktop,2024-09-09 15:16:51.294470,churned
P102156,2024-08-12 08:52:53,Social Media,Germany,20,Female,Mobile,,never_activated
P102359,2024-08-12 17:32:23,Paid Ads,Canada,28,Male,Mobile,2024-09-12 15:24:22.094471,churned
P100066,2024-08-12 18:55:36,Social Media,Mexico,47,Female,Desktop,2025-03-01 17:58:33.438206,churned
P100832,2024-08-12 21:15:33,Referral,Poland,27,Non-binary,Tablet,2024-09-09 05:49:38.564646,churned
P102537,2024-08-13 10:17:20,Referral,United Kingdom,28,Male,Mobile,2024-12-23 05:18:11.943058,churned
P101720,2024-08-13 15:42:28,Referral,Portugal,42,Female,Desktop,,never_activated
P100430,2024-08-13 18:20:25,Organic Search,Ireland,21,Female,Mobile,,never_activated
P102393,2024-08-13 19:42:14,Referral,United Kingdom,23,Female,Mobile,2024-09-18 03:23:26.891493,churned
P102594,2024-08-13 20:10:03,Referral,Mexico,28,Male,Desktop,,never_activated
P101278,2024-08-13 22:53:04,Organic Search,United Kingdom,34,Female,Mobile,,never_activated
P100152,2024-08-14 16:17:51,Referral,Canada,52,Female,Desktop,,never_activated
P101693,2024-08-15 22:36:24,Referral,United States,34,Male,Tablet,,never_activated
P102747,2024-08-16 02:24:06,Organic Search,Germany,18,Female,Desktop,2024-11-14 13:31:38.749638,churned
P100576,2024-08-16 08:35:08,Organic Search,Spain,32,Female,Desktop,2024-11-06 09:29:19.654622,churned
P101947,2024-08-16 11:07:05,Partner Program,United Kingdom,37,Male,Desktop,,never_activated
P102760,2024-08-16 11:18:21,Paid Ads,Australia,51,Male,Mobile,,never_activated
P100844,2024-08-17 13:16:04,Social Media,Poland,41,Male,Mobile,,never_activated
P101423,2024-08-17 13:33:23,Referral,United States,25,Female,Mobile,,never_activated
P102483,2024-08-17 14:49:24,Paid Ads,Germany,37,Male,Desktop,,never_activated
P101909,2024-08-17 16:56:13,Organic Search,United States,34,Male,Desktop,,never_activated
P101790,2024-08-18 02:22:11,Social Media,United Kingdom,18,Male,Mobile,2025-01-04 16:52:07.028919,churned
P100519,2024-08-18 04:08:28,Organic Search,United States,29,Female,Desktop,,never_activated
P100775,2024-08-18 18:36:21,Organic Search,United Kingdom,38,Male,Desktop,,never_activated
P101764,2024-08-18 21:40:02,Paid Ads,Portugal,18,Male,Mobile,,never_activated
P100589,2024-08-19 00:15:17,Partner Program,United States,21,Female,Mobile,2024-11-22 04:54:41.612919,churned
P101221,2024-08-19 00:26:49,Organic Search,United Kingdom,23,Female,Desktop,,never_activated
P102037,2024-08-19 01:23:53,Paid Ads,Canada,33,Female,Desktop,,never_activated
